timestamp,asset_tag,parameter,value,unit,quality
2024-01-15 09:11:00,PUMP-P101,discharge_pressure_bar,4.807607313293194,bar,Good
2024-01-15 09:12:00,PUMP-P101,discharge_pressure_bar,4.49283479217801,bar,Good
2024-01-15 09:13:00,PUMP-P101,discharge_pressure_bar,4.812928731162801,bar,Uncertain
2024-01-15 09:14:00,PUMP-P101,discharge_pressure_bar,3.976050979182051,bar,Uncertain
2024-01-15 09:15:00,PUMP-P101,discharge_pressure_bar,4.664380500875045,bar,Good
2024-01-15 09:16:00,PUMP-P101,discharge_pressure_bar,4.517409413647634,bar,Good
2024-01-15 09:17:00,PUMP-P101,discharge_pressure_bar,4.4401985299068265,bar,Good
2024-01-15 09:18:00,PUMP-P101,discharge_pressure_bar,4.518352155307101,bar,Good
2024-01-15 09:19:00,PUMP-P101,discharge_pressure_bar,4.1024862170798215,bar,Uncertain
2024-01-15 09:20:00,PUMP-P101,discharge_pressure_bar,7.184821490496442,bar,Uncertain
2024-01-15 09:21:00,PUMP-P101,discharge_pressure_bar,7.258831720648458,bar,Uncertain
2024-01-15 09:22:00,PUMP-P101,discharge_pressure_bar,7.228099186773504,bar,Good
2024-01-15 09:23:00,PUMP-P101,discharge_pressure_bar,7.137730048017941,bar,Good
2024-01-15 09:24:00,PUMP-P101,discharge_pressure_bar,7.179187774964273,bar,Uncertain
2024-01-15 09:25:00,PUMP-P101,discharge_pressure_bar,7.150699906534117,bar,Good
2024-01-15 09:26:00,PUMP-P101,discharge_pressure_bar,7.141063524305579,bar,Good
2024-01-15 09:27:00,PUMP-P101,discharge_pressure_bar,7.284960209702103,bar,Good
2024-01-15 09:28:00,PUMP-P101,discharge_pressure_bar,7.235701548596505,bar,Good
2024-01-15 09:29:00,PUMP-P101,discharge_pressure_bar,7.130709040473935,bar,Uncertain
2024-01-15 09:30:00,PUMP-P101,discharge_pressure_bar,7.289959987543325,bar,Good
2024-01-15 09:31:00,PUMP-P101,discharge_pressure_bar,4.693728998106578,bar,Good
2024-01-15 09:32:00,PUMP-P101,discharge_pressure_bar,4.35958938122453,bar,Uncertain
2024-01-15 09:33:00,PUMP-P101,discharge_pressure_bar,4.434467570680447,bar,Good
2024-01-15 09:34:00,PUMP-P101,discharge_pressure_bar,4.421578369373568,bar,Good
2024-01-15 09:35:00,PUMP-P101,discharge_pressure_bar,4.207297010373576,bar,Good
2024-01-15 09:36:00,PUMP-P101,discharge_pressure_bar,4.5592240554129155,bar,Good
2024-01-15 09:37:00,PUMP-P101,discharge_pressure_bar,4.552211054435978,bar,Good
2024-01-15 09:38:00,PUMP-P101,discharge_pressure_bar,4.501022691328492,bar,Good
2024-01-15 09:39:00,PUMP-P101,discharge_pressure_bar,4.453082573324971,bar,Good
2024-01-15 09:40:00,PUMP-P101,discharge_pressure_bar,4.2169258515899175,bar,Good
2024-01-15 09:41:00,PUMP-P101,discharge_pressure_bar,4.415870935446928,bar,Good
2024-01-15 09:42:00,PUMP-P101,discharge_pressure_bar,4.431457096694646,bar,Good
2024-01-15 09:43:00,PUMP-P101,discharge_pressure_bar,4.339544546155676,bar,Uncertain
2024-01-15 09:44:00,PUMP-P101,discharge_pressure_bar,4.467742857666798,bar,Good
2024-01-15 09:45:00,PUMP-P101,discharge_pressure_bar,4.5808101713629075,bar,Good
2024-01-15 09:46:00,PUMP-P101,discharge_pressure_bar,4.877237180242106,bar,Good
2024-01-15 09:47:00,PUMP-P101,discharge_pressure_bar,4.5349155625663675,bar,Good
2024-01-15 09:48:00,PUMP-P101,discharge_pressure_bar,4.5515100781445526,bar,Good
2024-01-15 09:49:00,PUMP-P101,discharge_pressure_bar,4.485110816846767,bar,Good
2024-01-15 09:50:00,PUMP-P101,discharge_pressure_bar,4.116245756940192,bar,Good
2024-01-15 09:51:00,PUMP-P101,discharge_pressure_bar,4.494697224910157,bar,Uncertain
2024-01-15 09:52:00,PUMP-P101,discharge_pressure_bar,4.512046041988206,bar,Good
2024-01-15 09:53:00,PUMP-P101,discharge_pressure_bar,4.992648422497057,bar,Good
2024-01-15 09:54:00,PUMP-P101,discharge_pressure_bar,4.461527807043775,bar,Uncertain
2024-01-15 09:55:00,PUMP-P101,discharge_pressure_bar,4.5603094684667225,bar,Good
2024-01-15 09:56:00,PUMP-P101,discharge_pressure_bar,4.4930576460589515,bar,Uncertain
2024-01-15 09:57:00,PUMP-P101,discharge_pressure_bar,4.266264392476094,bar,Good
2024-01-15 09:58:00,PUMP-P101,discharge_pressure_bar,4.728564562903004,bar,Good
2024-01-15 09:59:00,PUMP-P101,discharge_pressure_bar,4.650386606537355,bar,Good
2024-01-15 10:00:00,PUMP-P101,discharge_pressure_bar,4.658206389408609,bar,Uncertain
2024-01-15 10:01:00,PUMP-P101,discharge_pressure_bar,4.318122509041052,bar,Good
2024-01-15 10:02:00,PUMP-P101,discharge_pressure_bar,4.7805588621872195,bar,Good
2024-01-15 10:03:00,PUMP-P101,discharge_pressure_bar,4.219629787441544,bar,Uncertain
2024-01-15 10:04:00,PUMP-P101,discharge_pressure_bar,4.617371418760054,bar,Good
2024-01-15 10:05:00,PUMP-P101,discharge_pressure_bar,4.938091125161995,bar,Good
2024-01-15 10:06:00,PUMP-P101,discharge_pressure_bar,4.301892734973863,bar,Good
2024-01-15 10:07:00,PUMP-P101,discharge_pressure_bar,4.386740454079446,bar,Good
2024-01-15 10:08:00,PUMP-P101,discharge_pressure_bar,4.519930273017528,bar,Good
2024-01-15 10:09:00,PUMP-P101,discharge_pressure_bar,4.39930486917676,bar,Good
2024-01-15 10:10:00,PUMP-P101,discharge_pressure_bar,4.189867313786774,bar,Uncertain
2024-01-15 10:11:00,PUMP-P101,discharge_pressure_bar,4.513712594961206,bar,Good
2024-01-15 10:12:00,PUMP-P101,discharge_pressure_bar,4.287539257254779,bar,Uncertain
2024-01-15 10:13:00,PUMP-P101,discharge_pressure_bar,4.594718486127037,bar,Good
2024-01-15 10:14:00,PUMP-P101,discharge_pressure_bar,4.316115153153239,bar,Good
2024-01-15 10:15:00,PUMP-P101,discharge_pressure_bar,4.809986881003508,bar,Good
2024-01-15 10:16:00,PUMP-P101,discharge_pressure_bar,4.343349341532752,bar,Good
2024-01-15 10:17:00,PUMP-P101,discharge_pressure_bar,4.435587696758865,bar,Good
2024-01-15 10:18:00,PUMP-P101,discharge_pressure_bar,4.662703443473934,bar,Good
2024-01-15 10:19:00,PUMP-P101,discharge_pressure_bar,4.253827136713209,bar,Uncertain
2024-01-15 10:20:00,PUMP-P101,discharge_pressure_bar,4.545491986920826,bar,Good
2024-01-15 10:21:00,PUMP-P101,discharge_pressure_bar,4.761428550856485,bar,Good
2024-01-15 10:22:00,PUMP-P101,discharge_pressure_bar,4.178503353087755,bar,Good
2024-01-15 10:23:00,PUMP-P101,discharge_pressure_bar,4.536926771706461,bar,Good
2024-01-15 10:24:00,PUMP-P101,discharge_pressure_bar,4.5519765588496846,bar,Good
2024-01-15 10:25:00,PUMP-P101,discharge_pressure_bar,4.656364574355462,bar,Good
2024-01-15 10:26:00,PUMP-P101,discharge_pressure_bar,4.252609857824384,bar,Uncertain
2024-01-15 10:27:00,PUMP-P101,discharge_pressure_bar,4.2359086773831445,bar,Good
2024-01-15 10:28:00,PUMP-P101,discharge_pressure_bar,4.60438831312338,bar,Uncertain
2024-01-15 10:29:00,PUMP-P101,discharge_pressure_bar,4.559396934646637,bar,Uncertain
2024-01-15 10:30:00,PUMP-P101,discharge_pressure_bar,4.550098570069175,bar,Good
2024-01-15 10:31:00,PUMP-P101,discharge_pressure_bar,4.569289641899395,bar,Good
2024-01-15 10:32:00,PUMP-P101,discharge_pressure_bar,4.363995055684302,bar,Uncertain
2024-01-15 10:33:00,PUMP-P101,discharge_pressure_bar,4.546450739432201,bar,Good
2024-01-15 10:34:00,PUMP-P101,discharge_pressure_bar,4.558614494659737,bar,Good
2024-01-15 10:35:00,PUMP-P101,discharge_pressure_bar,4.357129716394726,bar,Uncertain
2024-01-15 10:36:00,PUMP-P101,discharge_pressure_bar,4.8731549022289515,bar,Good
2024-01-15 10:37:00,PUMP-P101,discharge_pressure_bar,4.5947665841823575,bar,Good
2024-01-15 10:38:00,PUMP-P101,discharge_pressure_bar,4.26173930055947,bar,Good
2024-01-15 10:39:00,PUMP-P101,discharge_pressure_bar,4.631310721726766,bar,Good
2024-01-15 10:40:00,PUMP-P101,discharge_pressure_bar,4.305063665954536,bar,Good
2024-01-15 10:41:00,PUMP-P101,discharge_pressure_bar,4.65741692074849,bar,Good
2024-01-15 10:42:00,PUMP-P101,discharge_pressure_bar,4.73171911580148,bar,Good
2024-01-15 10:43:00,PUMP-P101,discharge_pressure_bar,4.335863536329658,bar,Good
2024-01-15 10:44:00,PUMP-P101,discharge_pressure_bar,4.692675225848864,bar,Good
2024-01-15 10:45:00,PUMP-P101,discharge_pressure_bar,4.5825561853873,bar,Uncertain
2024-01-15 10:46:00,PUMP-P101,discharge_pressure_bar,4.664412031998898,bar,Good
2024-01-15 10:47:00,PUMP-P101,discharge_pressure_bar,4.879358596530789,bar,Uncertain
2024-01-15 10:48:00,PUMP-P101,discharge_pressure_bar,4.450922376799426,bar,Good
2024-01-15 10:49:00,PUMP-P101,discharge_pressure_bar,4.349252767128502,bar,Good
2024-01-15 10:50:00,PUMP-P101,discharge_pressure_bar,4.322097114074896,bar,Good
2024-01-15 10:51:00,PUMP-P101,discharge_pressure_bar,4.336837943006913,bar,Good
2024-01-15 10:52:00,PUMP-P101,discharge_pressure_bar,4.4845796581171795,bar,Good
2024-01-15 10:53:00,PUMP-P101,discharge_pressure_bar,4.5682303949633285,bar,Uncertain
2024-01-15 10:54:00,PUMP-P101,discharge_pressure_bar,4.555338159866004,bar,Good
2024-01-15 10:55:00,PUMP-P101,discharge_pressure_bar,4.665436649807205,bar,Uncertain
2024-01-15 10:56:00,PUMP-P101,discharge_pressure_bar,4.502600378375582,bar,Good
2024-01-15 10:57:00,PUMP-P101,discharge_pressure_bar,4.790706815431463,bar,Good
2024-01-15 10:58:00,PUMP-P101,discharge_pressure_bar,4.4470686333524085,bar,Uncertain
2024-01-15 10:59:00,PUMP-P101,discharge_pressure_bar,5.044033833317924,bar,Uncertain
2024-01-15 11:00:00,PUMP-P101,discharge_pressure_bar,4.625133469553001,bar,Uncertain
2024-01-15 11:01:00,PUMP-P101,discharge_pressure_bar,4.328568488716743,bar,Uncertain
2024-01-15 11:02:00,PUMP-P101,discharge_pressure_bar,4.285821500387778,bar,Good
2024-01-15 11:03:00,PUMP-P101,discharge_pressure_bar,4.596494483048637,bar,Good
2024-01-15 11:04:00,PUMP-P101,discharge_pressure_bar,4.45530744293483,bar,Good
2024-01-15 11:05:00,PUMP-P101,discharge_pressure_bar,4.642800098818419,bar,Uncertain
2024-01-15 11:06:00,PUMP-P101,discharge_pressure_bar,4.594647524914709,bar,Uncertain
2024-01-15 11:07:00,PUMP-P101,discharge_pressure_bar,4.485434217468625,bar,Uncertain
2024-01-15 11:08:00,PUMP-P101,discharge_pressure_bar,4.330641256386319,bar,Good
2024-01-15 11:09:00,PUMP-P101,discharge_pressure_bar,4.1970305550628275,bar,Uncertain
2024-01-15 11:10:00,PUMP-P101,discharge_pressure_bar,4.410697009586595,bar,Uncertain
2024-01-15 11:11:00,PUMP-P101,discharge_pressure_bar,4.671279758864695,bar,Uncertain
2024-01-15 11:12:00,PUMP-P101,discharge_pressure_bar,4.542818748826041,bar,Good
2024-01-15 11:13:00,PUMP-P101,discharge_pressure_bar,4.250852244257603,bar,Good
2024-01-15 11:14:00,PUMP-P101,discharge_pressure_bar,4.534636185170236,bar,Uncertain
2024-01-15 11:15:00,PUMP-P101,discharge_pressure_bar,4.577063475945767,bar,Good
2024-01-15 11:16:00,PUMP-P101,discharge_pressure_bar,4.323228512759774,bar,Good
2024-01-15 11:17:00,PUMP-P101,discharge_pressure_bar,4.530745021189105,bar,Good
2024-01-15 11:18:00,PUMP-P101,discharge_pressure_bar,4.5116417436892,bar,Good
2024-01-15 11:19:00,PUMP-P101,discharge_pressure_bar,4.271405940433875,bar,Good
